id,name,number,rarity,hp,types,set_id,market_price_normal,market_price_holofoil,market_price_reverse
sm5-147,Palkia-GX,147,Rare Ultra,180,Dragon,sm5,,20.92,
sm5-148,Cynthia,148,Rare Ultra,,,sm5,,223.94,
sm5-149,Gardenia,149,Rare Ultra,,,sm5,,49.64,
sm5-150,Lana,150,Rare Ultra,,,sm5,,42.82,
sm5-151,Lillie,151,Rare Ultra,,,sm5,,430.66,
sm5-152,Looker,152,Rare Ultra,,,sm5,,13.72,
sm5-153,Lusamine,153,Rare Ultra,,,sm5,,164.88,
sm5-153a,Lusamine,153a,Rare Ultra,,,sm5,,,
sm5-154,Mars,154,Rare Ultra,,,sm5,,56.56,
sm5-155,Pokémon Fan Club,155,Rare Ultra,,,sm5,,32.42,
sm5-156,Volkner,156,Rare Ultra,,,sm5,,32.26,
sm5-157,Leafeon-GX,157,Rare Rainbow,200,Grass,sm5,,83.04,
sm5-158,Pheromosa-GX,158,Rare Rainbow,170,Grass,sm5,,14.27,
sm5-159,Glaceon-GX,159,Rare Rainbow,200,Water,sm5,,79.03,
sm5-160,Xurkitree-GX,160,Rare Rainbow,180,Lightning,sm5,,25.76,
sm5-161,Dawn Wings Necrozma-GX,161,Rare Rainbow,180,Psychic,sm5,,21.67,
sm5-162,Celesteela-GX,162,Rare Rainbow,200,Metal,sm5,,30.6,
sm5-163,Dusk Mane Necrozma-GX,163,Rare Rainbow,190,Metal,sm5,,24.37,
sm5-164,Dialga-GX,164,Rare Rainbow,180,Dragon,sm5,,40.84,
sm5-165,Palkia-GX,165,Rare Rainbow,180,Dragon,sm5,,47.55,
sm5-166,Crushing Hammer,166,Rare Secret,,,sm5,,31.49,
sm5-167,Escape Board,167,Rare Secret,,,sm5,,6.92,
sm5-168,Missing Clover,168,Rare Secret,,,sm5,,9.23,
sm5-169,Peeking Red Card,169,Rare Secret,,,sm5,,5.38,
sm5-170,Unit Energy GrassFireWater,170,Rare Secret,,,sm5,,18.72,
sm5-171,Unit Energy LightningPsychicMetal,171,Rare Secret,,,sm5,,11.54,
sm5-172,Lunala-GX,172,Rare Secret,250,Psychic,sm5,,57.92,
sm5-173,Solgaleo-GX,173,Rare Secret,250,Metal,sm5,,55.09,
sm6-1,Exeggcute,1,Common,40,Grass,sm6,0.36,,0.76
sm6-2,Alolan Exeggutor,2,Rare,160,Grass,sm6,0.59,,0.78
sm6-2a,Alolan Exeggutor,2a,Rare,160,Grass,sm6,,,
sm6-3,Snover,3,Common,80,Grass,sm6,0.1,,0.29
sm6-4,Abomasnow,4,Rare,130,Grass,sm6,0.23,,0.48
sm6-5,Scatterbug,5,Common,30,Grass,sm6,0.14,,0.37
sm6-6,Scatterbug,6,Common,40,Grass,sm6,0.09,,0.32
sm6-7,Spewpa,7,Uncommon,70,Grass,sm6,0.19,,0.5
sm6-8,Vivillon,8,Rare,130,Grass,sm6,0.26,,0.67
sm6-9,Skiddo,9,Common,70,Grass,sm6,0.12,,0.34
sm6-10,Gogoat,10,Uncommon,120,Grass,sm6,0.16,,0.48
sm6-11,Pheromosa,11,Rare Holo,110,Grass,sm6,,7.29,8.2
sm6-12,Alolan Marowak,12,Rare,120,Fire,sm6,0.79,,1.21
sm6-13,Heatran,13,Rare,130,Fire,sm6,0.23,,0.42
sm6-14,Fennekin,14,Common,60,Fire,sm6,0.22,,0.47
sm6-15,Fennekin,15,Common,70,Fire,sm6,0.22,,0.52
sm6-16,Braixen,16,Uncommon,90,Fire,sm6,0.22,,0.66
sm6-17,Delphox,17,Rare Holo,150,Fire,sm6,,1.45,1.62
sm6-18,Litleo,18,Common,70,Fire,sm6,0.36,,0.64
sm6-19,Pyroar,19,Rare Holo,120,Fire,sm6,,0.46,0.47
sm6-20,Palkia-GX,20,Rare Holo GX,180,Water,sm6,,5.41,
sm6-21,Froakie,21,Common,50,Water,sm6,0.2,,0.55
sm6-22,Froakie,22,Common,70,Water,sm6,0.22,,1.02
sm6-23,Frogadier,23,Uncommon,80,Water,sm6,0.58,,1.06
sm6-24,Greninja-GX,24,Rare Holo GX,230,Water,sm6,,15.2,
sm6-25,Clauncher,25,Common,60,Water,sm6,0.16,,0.34
sm6-26,Clawitzer,26,Rare,100,Water,sm6,0.35,,0.41
sm6-27,Amaura,27,Uncommon,90,Water,sm6,1.78,,9.7
sm6-28,Aurorus,28,Rare Holo,160,Water,sm6,,9.34,9.3
sm6-29,Bergmite,29,Common,60,Water,sm6,0.15,,0.39
sm6-30,Avalugg,30,Rare,140,Water,sm6,0.57,,0.7
sm6-31,Volcanion ◇,31,Rare Prism Star,160,Water,sm6,,2.6,
sm6-32,Dewpider,32,Common,60,Water,sm6,0.18,,0.34
sm6-33,Araquanid,33,Uncommon,100,Water,sm6,0.14,,0.4
sm6-34,Magnemite,34,Common,60,Lightning,sm6,0.22,,0.43
sm6-35,Magneton,35,Uncommon,90,Lightning,sm6,0.25,,0.44
sm6-36,Magnezone,36,Rare,150,Lightning,sm6,,0.69,0.9
sm6-37,Helioptile,37,Common,60,Lightning,sm6,0.19,,0.45
sm6-38,Heliolisk,38,Uncommon,100,Lightning,sm6,0.14,,0.37
sm6-39,Xurkitree,39,Rare,120,Lightning,sm6,1.72,,4.39
sm6-40,Rotom,40,Rare,70,Psychic,sm6,0.44,,0.62
sm6-41,Uxie,41,Uncommon,60,Psychic,sm6,0.24,,0.6
sm6-42,Mesprit,42,Uncommon,70,Psychic,sm6,0.23,,0.61
sm6-43,Azelf,43,Uncommon,60,Psychic,sm6,0.27,,0.6
sm6-44,Espurr,44,Common,60,Psychic,sm6,0.37,,2.56
sm6-45,Meowstic,45,Rare,90,Psychic,sm6,0.62,,0.74
sm6-46,Honedge,46,Common,50,Psychic,sm6,0.18,,0.46
sm6-47,Honedge,47,Common,60,Psychic,sm6,0.11,,0.37
sm6-48,Doublade,48,Uncommon,80,Psychic,sm6,0.22,,0.42
sm6-49,Aegislash,49,Rare,150,Psychic,sm6,0.36,,0.64
sm6-50,Inkay,50,Common,60,Psychic,sm6,0.3,,0.53
sm6-51,Malamar,51,Rare,90,Psychic,sm6,0.58,,1.1
sm6-52,Skrelp,52,Common,60,Psychic,sm6,0.18,,0.37
sm6-53,Dragalge,53,Rare,120,Psychic,sm6,0.45,,0.57
sm6-54,Hoopa,54,Uncommon,80,Psychic,sm6,0.49,,2.76
sm6-55,Poipole,55,Uncommon,70,Psychic,sm6,0.9,,2.4
sm6-56,Naganadel-GX,56,Rare Holo GX,210,Psychic,sm6,,3.57,
sm6-57,Cubone,57,Common,60,Fighting,sm6,0.45,,1.89
sm6-58,Torterra,58,Rare,180,Fighting,sm6,0.56,,1.02
sm6-59,Infernape,59,Rare Holo,130,Fighting,sm6,,0.86,0.91
sm6-60,Gible,60,Common,50,Fighting,sm6,0.24,,0.44
sm6-61,Gabite,61,Uncommon,80,Fighting,sm6,0.34,,0.78
sm6-62,Garchomp,62,Rare Holo,150,Fighting,sm6,,2.41,2.59
sm6-63,Croagunk,63,Common,60,Fighting,sm6,0.14,,0.33
sm6-64,Toxicroak,64,Rare,100,Fighting,sm6,0.32,,0.48
sm6-65,Pancham,65,Common,70,Fighting,sm6,0.19,,0.35
sm6-66,Binacle,66,Common,70,Fighting,sm6,0.3,,0.55
sm6-67,Barbaracle,67,Rare,130,Fighting,sm6,0.35,,0.46
sm6-68,Tyrunt,68,Uncommon,90,Fighting,sm6,2.66,,10.78
sm6-69,Tyrantrum,69,Rare Holo,160,Fighting,sm6,,11.45,12.71
sm6-70,Hawlucha,70,Uncommon,80,Fighting,sm6,0.25,,0.41
sm6-71,Zygarde,71,Uncommon,90,Fighting,sm6,0.17,,0.47
sm6-72,Zygarde,72,Rare,130,Fighting,sm6,0.36,,0.47
sm6-73,Zygarde-GX,73,Rare Holo GX,200,Fighting,sm6,,10.72,
sm6-74,Diancie ◇,74,Rare Prism Star,120,Fighting,sm6,,4.43,
sm6-75,Rockruff,75,Common,70,Fighting,sm6,0.28,,0.77
sm6-76,Lycanroc,76,Rare,120,Fighting,sm6,0.91,,1.33
sm6-77,Buzzwole,77,Rare,130,Fighting,sm6,2.49,,2.34
sm6-78,Pangoro,78,Rare,130,Darkness,sm6,0.33,,0.48
sm6-79,Yveltal-GX,79,Rare Holo GX,180,Darkness,sm6,,10.91,
sm6-80,Guzzlord,80,Rare Holo,160,Darkness,sm6,,2.29,2.16
sm6-81,Empoleon,81,Rare Holo,160,Metal,sm6,,0.77,0.78
sm6-82,Dialga-GX,82,Rare Holo GX,180,Metal,sm6,,6.75,
sm6-83,Flabébé,83,Common,30,Fairy,sm6,0.28,,1.35
sm6-84,Flabébé,84,Common,40,Fairy,sm6,0.29,,0.78
sm6-85,Floette,85,Uncommon,70,Fairy,sm6,0.29,,0.57
sm6-86,Florges,86,Rare,120,Fairy,sm6,0.66,,0.97
sm6-87,Sylveon,87,Rare,90,Fairy,sm6,5.31,,15.07
sm6-88,Dedenne,88,Uncommon,60,Fairy,sm6,6.67,,22.73
sm6-89,Klefki,89,Uncommon,70,Fairy,sm6,0.32,,0.71
sm6-90,Xerneas-GX,90,Rare Holo GX,180,Fairy,sm6,,8.18,
sm6-91,Goomy,91,Common,40,Dragon,sm6,0.21,,1.08
sm6-92,Goomy,92,Common,50,Dragon,sm6,0.26,,0.49
sm6-93,Sliggoo,93,Uncommon,80,Dragon,sm6,0.3,,1.76
sm6-94,Goodra,94,Rare Holo,160,Dragon,sm6,,0.92,0.93
sm6-95,Ultra Necrozma-GX,95,Rare Holo GX,190,Dragon,sm6,,7.06,
sm6-96,Arceus ◇,96,Rare Prism Star,160,Colorless,sm6,,12.38,
sm6-97,Bunnelby,97,Common,70,Colorless,sm6,0.15,,0.27
sm6-98,Diggersby,98,Uncommon,130,Colorless,sm6,0.18,,0.42
sm6-99,Furfrou,99,Common,90,Colorless,sm6,0.2,,0.36
sm6-100,Noibat,100,Common,50,Colorless,sm6,0.19,,0.32
sm6-101,Noivern,101,Rare,120,Colorless,sm6,0.47,,0.79
sm6-102,Beast Ring,102,Rare,,,sm6,0.65,,0.75
sm6-102a,Beast Ring,102a,Rare,,,sm6,,,
sm6-103,Bonnie,103,Uncommon,,,sm6,0.19,,0.37
sm6-104,Crasher Wake,104,Uncommon,,,sm6,0.19,,0.55
sm6-105,Diantha,105,Rare Holo,,,sm6,,1.13,1.04
sm6-106,Eneporter,106,Uncommon,,,sm6,0.11,,0.26
sm6-107,Fossil Excavation Map,107,Uncommon,,,sm6,0.29,,0.74
sm6-108,Judge,108,Uncommon,,,sm6,0.26,,1.36
sm6-109,Lady,109,Uncommon,,,sm6,0.3,,1.12
sm6-110,Lysandre ◇,110,Rare Prism Star,,,sm6,,0.96,
sm6-111,Lysandre Labs,111,Uncommon,,,sm6,0.16,,0.42
sm6-112,Metal Frying Pan,112,Uncommon,,,sm6,0.35,,0.62
sm6-112a,Metal Frying Pan,112a,Uncommon,,,sm6,,,
sm6-113,Mysterious Treasure,113,Uncommon,,,sm6,2.02,,2.51
sm6-113a,Mysterious Treasure,113a,Uncommon,,,sm6,,,
sm6-114,Ultra Recon Squad,114,Uncommon,,,sm6,0.16,,0.35
sm6-115,Ultra Space,115,Uncommon,,,sm6,0.2,,0.35
sm6-116,Unidentified Fossil,116,Uncommon,60,,sm6,0.19,,0.34
sm6-117,Beast Energy ◇,117,Rare Prism Star,,,sm6,,1.31,
sm6-118,Unit Energy FightingDarknessFairy,118,Uncommon,,,sm6,0.87,,1.52
sm6-119,Palkia-GX,119,Rare Ultra,180,Water,sm6,,18.31,
sm6-120,Greninja-GX,120,Rare Ultra,230,Water,sm6,,53.63,
sm6-121,Naganadel-GX,121,Rare Ultra,210,Psychic,sm6,,7.66,
sm6-122,Lucario-GX,122,Rare Ultra,210,Fighting,sm6,,28.76,
sm6-123,Zygarde-GX,123,Rare Ultra,200,Fighting,sm6,,22.24,
sm6-124,Yveltal-GX,124,Rare Ultra,180,Darkness,sm6,,18.01,
sm6-125,Dialga-GX,125,Rare Ultra,180,Metal,sm6,,35.48,
sm6-126,Xerneas-GX,126,Rare Ultra,180,Fairy,sm6,,23.58,
sm6-127,Ultra Necrozma-GX,127,Rare Ultra,190,Dragon,sm6,,22.91,
sm6-128,Bonnie,128,Rare Ultra,,,sm6,,19.19,
sm6-129,Crasher Wake,129,Rare Ultra,,,sm6,,9.01,
sm6-130,Diantha,130,Rare Ultra,,,sm6,,41.43,
sm6-131,Ultra Recon Squad,131,Rare Ultra,,,sm6,,17.66,
sm6-132,Palkia-GX,132,Rare Rainbow,180,Water,sm6,,39.39,
sm6-133,Greninja-GX,133,Rare Rainbow,230,Water,sm6,,103.56,
sm6-134,Naganadel-GX,134,Rare Rainbow,210,Psychic,sm6,,14.48,
sm6-135,Lucario-GX,135,Rare Rainbow,210,Fighting,sm6,,115.8,
sm6-136,Zygarde-GX,136,Rare Rainbow,200,Fighting,sm6,,53.59,
sm6-137,Yveltal-GX,137,Rare Rainbow,180,Darkness,sm6,,44.6,
sm6-138,Dialga-GX,138,Rare Rainbow,180,Metal,sm6,,75.72,
sm6-139,Xerneas-GX,139,Rare Rainbow,180,Fairy,sm6,,68.65,
sm6-140,Ultra Necrozma-GX,140,Rare Rainbow,190,Dragon,sm6,,41.64,
sm6-141,Beast Ring,141,Rare Secret,,,sm6,,9.48,
sm6-142,Eneporter,142,Rare Secret,,,sm6,,5.53,
sm6-143,Energy Recycler,143,Rare Secret,,,sm6,,35.22,
sm6-144,Metal Frying Pan,144,Rare Secret,,,sm6,,10.52,
sm6-145,Mysterious Treasure,145,Rare Secret,,,sm6,,18.87,
sm6-146,Unit Energy FightingDarknessFairy,146,Rare Secret,,,sm6,,21.43,
sm7-1,Bellsprout,1,Common,60,Grass,sm7,0.25,,0.64
sm7-2,Weepinbell,2,Uncommon,80,Grass,sm7,0.27,,0.34
sm7-3,Victreebel,3,Rare Holo,140,Grass,sm7,,0.97,0.88
sm7-4,Scyther,4,Uncommon,70,Grass,sm7,0.38,,1.11
sm7-5,Spinarak,5,Common,50,Grass,sm7,0.26,,0.49
sm7-6,Ariados,6,Rare Holo,70,Grass,sm7,,0.71,0.9
sm7-7,Treecko,7,Common,50,Grass,sm7,0.26,,0.56
sm7-8,Treecko,8,Common,70,Grass,sm7,0.25,,0.49
sm7-9,Grovyle,9,Uncommon,80,Grass,sm7,0.38,,0.75
sm7-10,Sceptile,10,Rare,140,Grass,sm7,1.75,,2.31
sm7-10a,Sceptile,10a,Rare Holo,140,Grass,sm7,,,
sm7-11,Seedot,11,Common,40,Grass,sm7,0.18,,0.47
sm7-12,Seedot,12,Common,60,Grass,sm7,0.12,,0.32
sm7-13,Nuzleaf,13,Uncommon,90,Grass,sm7,0.17,,0.33
sm7-14,Shiftry-GX,14,Rare Holo GX,240,Grass,sm7,,2.02,
sm7-15,Surskit,15,Common,50,Grass,sm7,0.21,,0.41
sm7-16,Masquerain,16,Uncommon,90,Grass,sm7,0.2,,0.41
sm7-17,Volbeat,17,Uncommon,70,Grass,sm7,0.42,,0.51
sm7-18,Illumise,18,Uncommon,70,Grass,sm7,0.28,,0.45
sm7-19,Cacnea,19,Common,60,Grass,sm7,0.18,,0.31
sm7-20,Cacturne,20,Uncommon,110,Grass,sm7,0.23,,0.38
sm7-21,Tropius,21,Uncommon,110,Grass,sm7,0.24,,0.42
sm7-22,Dhelmise,22,Rare,130,Grass,sm7,0.25,,0.5
sm7-23,Slugma,23,Common,70,Fire,sm7,0.25,,0.61
sm7-24,Magcargo,24,Rare,90,Fire,sm7,1.04,,4.69
sm7-25,Torchic,25,Common,50,Fire,sm7,0.24,,0.49
sm7-26,Torchic,26,Common,70,Fire,sm7,0.28,,0.85
sm7-27,Combusken,27,Uncommon,80,Fire,sm7,0.28,,0.51
sm7-28,Blaziken-GX,28,Rare Holo GX,240,Fire,sm7,,9.48,
sm7-29,Torkoal,29,Uncommon,120,Fire,sm7,0.24,,0.42
sm7-30,Oricorio,30,Uncommon,90,Fire,sm7,0.34,,0.56
sm7-31,Articuno-GX,31,Rare Holo GX,170,Water,sm7,,8.25,
sm7-32,Mudkip,32,Common,60,Water,sm7,0.34,,18.21
sm7-33,Mudkip,33,Common,70,Water,sm7,0.36,,3.39
sm7-34,Marshtomp,34,Uncommon,90,Water,sm7,0.57,,0.96
sm7-35,Swampert,35,Rare,160,Water,sm7,1.48,,2.91
sm7-36,Lotad,36,Common,60,Water,sm7,0.18,,0.46
sm7-37,Lombre,37,Uncommon,80,Water,sm7,0.28,,0.35
sm7-38,Ludicolo,38,Rare Holo,140,Water,sm7,,0.78,1.05
sm7-39,Wailmer,39,Common,120,Water,sm7,0.22,,0.43
sm7-40,Wailord,40,Rare,220,Water,sm7,0.41,,0.74
sm7-41,Clamperl,41,Common,50,Water,sm7,0.21,,0.42
sm7-42,Huntail,42,Uncommon,110,Water,sm7,0.29,,0.48
sm7-43,Gorebyss,43,Uncommon,90,Water,sm7,0.28,,0.43
sm7-44,Luvdisc,44,Common,70,Water,sm7,1.32,,8.85
sm7-45,Regice,45,Rare,120,Water,sm7,0.34,,0.78
sm7-46,Kyogre,46,Rare Holo,130,Water,sm7,,1.97,3.01
sm7-47,Voltorb,47,Common,50,Lightning,sm7,0.2,,0.38
sm7-48,Electrode-GX,48,Rare Holo GX,190,Lightning,sm7,,4.76,
sm7-49,Chinchou,49,Common,60,Lightning,sm7,0.18,,0.32
sm7-50,Lanturn,50,Uncommon,110,Lightning,sm7,0.34,,0.37
sm7-51,Electrike,51,Common,50,Lightning,sm7,0.14,,0.35
sm7-52,Manectric,52,Rare,110,Lightning,sm7,0.23,,0.39
sm7-53,Plusle,53,Uncommon,70,Lightning,sm7,0.73,,3.36
sm7-54,Minun,54,Uncommon,70,Lightning,sm7,0.67,,1.52
sm7-55,Oricorio,55,Uncommon,90,Lightning,sm7,0.25,,0.39
sm7-56,Mr. Mime-GX,56,Rare Holo GX,150,Psychic,sm7,,3.19,
sm7-57,Gulpin,57,Common,60,Psychic,sm7,0.37,,1.28
sm7-58,Swalot,58,Uncommon,120,Psychic,sm7,0.79,,1.43
sm7-59,Spoink,59,Common,60,Psychic,sm7,0.16,,0.4
sm7-60,Grumpig,60,Rare,120,Psychic,sm7,0.23,,0.62
sm7-61,Lunatone,61,Rare Holo,80,Psychic,sm7,,0.49,0.49
sm7-62,Solrock,62,Uncommon,90,Psychic,sm7,0.2,,0.3
sm7-63,Shuppet,63,Common,60,Psychic,sm7,0.16,,0.47
sm7-64,Shuppet,64,Common,50,Psychic,sm7,0.28,,0.51
sm7-65,Banette,65,Rare,90,Psychic,sm7,0.39,,0.74
sm7-66,Banette-GX,66,Rare Holo GX,190,Psychic,sm7,,2.35,
sm7-67,Deoxys,67,Rare Holo,120,Psychic,sm7,,11.85,4.49
sm7-68,Deoxys,68,Rare,130,Psychic,sm7,0.58,,1.28
sm7-69,Deoxys,69,Rare,100,Psychic,sm7,0.54,,1.82
sm7-70,Lunala,70,Rare Holo,160,Psychic,sm7,,0.87,1.5
sm7-71,Onix,71,Common,100,Fighting,sm7,0.2,,0.4
sm7-72,Phanpy,72,Common,70,Fighting,sm7,0.22,,0.41
sm7-73,Donphan,73,Uncommon,130,Fighting,sm7,0.25,,0.39
sm7-74,Larvitar,74,Common,60,Fighting,sm7,0.19,,0.4
sm7-75,Pupitar,75,Uncommon,80,Fighting,sm7,0.26,,0.4
sm7-76,Meditite,76,Common,70,Fighting,sm7,0.17,,0.34
sm7-77,Medicham,77,Rare,90,Fighting,sm7,0.19,,0.63
sm7-78,Baltoy,78,Common,60,Fighting,sm7,0.16,,0.3
sm7-79,Claydol,79,Rare,110,Fighting,sm7,0.23,,0.42
sm7-80,Regirock,80,Rare,120,Fighting,sm7,0.37,,0.58
sm7-81,Groudon,81,Rare Holo,130,Fighting,sm7,,1.59,1.97
sm7-82,Palossand-GX,82,Rare Holo GX,210,Fighting,sm7,,1.81,
sm7-83,Minior,83,Uncommon,90,Fighting,sm7,0.51,,0.56
sm7-84,Alolan Rattata,84,Common,40,Darkness,sm7,0.26,,0.51
sm7-85,Alolan Raticate-GX,85,Rare Holo GX,200,Darkness,sm7,,2.34,
sm7-86,Sneasel,86,Common,60,Darkness,sm7,0.19,,0.54
sm7-87,Tyranitar,87,Rare Holo,170,Darkness,sm7,,7.42,8.62
sm7-88,Sableye,88,Uncommon,70,Darkness,sm7,0.61,,1.54
sm7-89,Steelix,89,Rare Holo,190,Metal,sm7,,1.7,1.72
sm7-90,Scizor-GX,90,Rare Holo GX,210,Metal,sm7,,5.07,
sm7-91,Mawile,91,Uncommon,70,Metal,sm7,0.27,,0.49
sm7-92,Beldum,92,Common,60,Metal,sm7,0.19,,0.44
sm7-93,Beldum,93,Common,70,Metal,sm7,0.19,,0.45
sm7-94,Metang,94,Uncommon,90,Metal,sm7,0.22,,0.4
sm7-95,Metagross,95,Rare Holo,170,Metal,sm7,,1.15,1.3
sm7-96,Registeel,96,Rare,120,Metal,sm7,0.36,,0.5
sm7-97,Jirachi ◇,97,Rare Prism Star,80,Metal,sm7,,7.74,
sm7-98,Heatran,98,Rare Holo,130,Metal,sm7,,0.46,0.61
sm7-99,Solgaleo,99,Rare Holo,160,Metal,sm7,,1.21,1.24
sm7-100,Celesteela,100,Rare Holo,140,Metal,sm7,,2.98,3.22
sm7-101,Kartana,101,Rare,60,Metal,sm7,0.89,,0.94
sm7-102,Stakataka-GX,102,Rare Holo GX,180,Metal,sm7,,7.25,
sm7-103,Bagon,103,Common,60,Dragon,sm7,0.18,,0.39
sm7-104,Bagon,104,Common,70,Dragon,sm7,0.17,,0.43
sm7-105,Shelgon,105,Uncommon,90,Dragon,sm7,7.15,,16.62
sm7-106,Salamence,106,Rare Holo,150,Dragon,sm7,,0.43,1.1
sm7-107,Latias ◇,107,Rare Prism Star,130,Dragon,sm7,,8.64,
sm7-108,Latios ◇,108,Rare Prism Star,140,Dragon,sm7,,11.23,
sm7-109,Rayquaza-GX,109,Rare Holo GX,180,Dragon,sm7,,29.11,
sm7-110,Dunsparce,110,Uncommon,50,Colorless,sm7,0.27,,0.42
sm7-111,Wingull,111,Common,60,Colorless,sm7,0.17,,0.34
sm7-112,Pelipper,112,Uncommon,120,Colorless,sm7,0.24,,0.45
sm7-113,Slakoth,113,Common,60,Colorless,sm7,0.19,,0.44
sm7-114,Vigoroth,114,Uncommon,80,Colorless,sm7,0.27,,0.34
sm7-115,Slaking,115,Rare Holo,160,Colorless,sm7,,5.74,6.23
sm7-116,Whismur,116,Common,60,Colorless,sm7,0.26,,0.57
sm7-117,Whismur,117,Common,70,Colorless,sm7,0.65,,4.78
sm7-118,Loudred,118,Uncommon,100,Colorless,sm7,0.19,,0.41
sm7-119,Exploud,119,Rare,150,Colorless,sm7,0.36,,0.46
sm7-120,Skitty,120,Common,60,Colorless,sm7,0.24,,0.69
sm7-121,Delcatty,121,Rare Holo,90,Colorless,sm7,,1.14,1.0
sm7-122,Kecleon,122,Uncommon,80,Colorless,sm7,0.34,,0.42
sm7-123,Acro Bike,123,Uncommon,,,sm7,0.49,,0.83
sm7-123a,Acro Bike,123a,Uncommon,,,sm7,,,
sm7-124,Apricorn Maker,124,Uncommon,,,sm7,0.3,,0.53
sm7-125,Beast Ball,125,Uncommon,,,sm7,0.23,,0.63
sm7-126,Bill's Maintenance,126,Uncommon,,,sm7,0.15,,0.42
sm7-127,Copycat,127,Uncommon,,,sm7,0.19,,0.42
sm7-128,Energy Recycle System,128,Uncommon,,,sm7,0.26,,0.39
sm7-129,Energy Switch,129,Uncommon,,,sm7,0.34,,1.08
sm7-130,Fisherman,130,Uncommon,,,sm7,0.23,,0.43
sm7-131,Friend Ball,131,Uncommon,,,sm7,0.25,,0.42
sm7-132,Hau,132,Uncommon,,,sm7,0.11,,0.36
sm7-133,Hiker,133,Uncommon,,,sm7,0.15,,0.33
sm7-134,Hustle Belt,134,Uncommon,,,sm7,0.27,,0.68
sm7-135,Last Chance Potion,135,Uncommon,,,sm7,0.22,,0.51
sm7-136,Life Herb,136,Uncommon,,,sm7,0.16,,0.35
sm7-137,Lisia,137,Uncommon,,,sm7,0.29,,0.79
sm7-138,Lure Ball,138,Uncommon,,,sm7,0.24,,0.55
sm7-139,The Masked Royal,139,Uncommon,,,sm7,0.2,,0.36
sm7-140,PokéNav,140,Uncommon,,,sm7,0.18,,0.41
sm7-141,Rainbow Brush,141,Uncommon,,,sm7,0.17,,0.34
sm7-142,Rare Candy,142,Uncommon,,,sm7,0.33,,1.44
sm7-143,Shrine of Punishment,143,Uncommon,,,sm7,0.57,,0.58
sm7-144,Sky Pillar,144,Uncommon,,,sm7,0.27,,0.54
sm7-145,Steven's Resolve,145,Rare Holo,,,sm7,,2.52,3.85
sm7-146,Super Scoop Up,146,Uncommon,,,sm7,0.18,,0.29
sm7-147,Switch,147,Uncommon,,,sm7,0.14,,0.42
sm7-148,Tate & Liza,148,Uncommon,,,sm7,0.38,,2.68
sm7-148a,Tate & Liza,148a,Uncommon,,,sm7,,,
sm7-149,TV Reporter,149,Uncommon,,,sm7,0.16,,0.39
sm7-150,Underground Expedition,150,Uncommon,,,sm7,0.18,,0.34
sm7-151,Rainbow Energy,151,Uncommon,,,sm7,0.81,,1.02
sm7-152,Shiftry-GX,152,Rare Ultra,240,Grass,sm7,,5.33,
sm7-153,Blaziken-GX,153,Rare Ultra,240,Fire,sm7,,44.4,
sm7-154,Articuno-GX,154,Rare Ultra,170,Water,sm7,,27.62,
sm7-155,Electrode-GX,155,Rare Ultra,190,Lightning,sm7,,8.06,
sm7-156,Mr. Mime-GX,156,Rare Ultra,150,Psychic,sm7,,14.55,
sm7-157,Banette-GX,157,Rare Ultra,190,Psychic,sm7,,8.33,
sm7-158,Scizor-GX,158,Rare Ultra,210,Metal,sm7,,30.5,
sm7-159,Stakataka-GX,159,Rare Ultra,180,Metal,sm7,,10.93,
sm7-160,Rayquaza-GX,160,Rare Ultra,180,Dragon,sm7,,86.99,
sm7-161,Apricorn Maker,161,Rare Ultra,,,sm7,,16.53,
sm7-162,Bill's Maintenance,162,Rare Ultra,,,sm7,,19.49,
sm7-163,Copycat,163,Rare Ultra,,,sm7,,34.76,
sm7-164,Lisia,164,Rare Ultra,,,sm7,,206.48,
sm7-165,Steven's Resolve,165,Rare Ultra,,,sm7,,49.98,
sm7-166,Tate & Liza,166,Rare Ultra,,,sm7,,40.56,
sm7-167,TV Reporter,167,Rare Ultra,,,sm7,,56.61,
sm7-168,Underground Expedition,168,Rare Ultra,,,sm7,,36.03,
sm7-169,Shiftry-GX,169,Rare Rainbow,240,Grass,sm7,,13.55,
sm7-170,Blaziken-GX,170,Rare Rainbow,240,Fire,sm7,,69.2,
sm7-171,Articuno-GX,171,Rare Rainbow,170,Water,sm7,,59.33,
sm7-172,Electrode-GX,172,Rare Rainbow,190,Lightning,sm7,,19.85,
sm7-173,Mr. Mime-GX,173,Rare Rainbow,150,Psychic,sm7,,37.71,
sm7-174,Banette-GX,174,Rare Rainbow,190,Psychic,sm7,,45.33,
sm7-175,Scizor-GX,175,Rare Rainbow,210,Metal,sm7,,58.51,
sm7-176,Stakataka-GX,176,Rare Rainbow,180,Metal,sm7,,24.9,
sm7-177,Rayquaza-GX,177,Rare Rainbow,180,Dragon,sm7,,251.55,
sm7-177a,Rayquaza-GX,177a,Rare Ultra,180,Dragon,sm7,,,
sm7-178,Acro Bike,178,Rare Secret,,,sm7,,15.71,
sm7-179,Hustle Belt,179,Rare Secret,,,sm7,,6.28,
sm7-180,Life Herb,180,Rare Secret,,,sm7,,6.54,
sm7-181,PokéNav,181,Rare Secret,,,sm7,,6.44,
sm7-182,Rainbow Brush,182,Rare Secret,,,sm7,,10.26,
sm7-183,Rainbow Energy,183,Rare Secret,,,sm7,,41.51,
